級別,單字,屬性,輸出,中文
1,point,n./v.,point (n./v.),觀點
1,police,n./v.,police (n./v.),警察
1,polite,adj.,polite (adj.),有禮貌的
1,pond,n.,pond (n.),池塘
1,pool,n./v.,pool (n./v.),水池
1,poor,adj.,poor (adj.),貧窮的
1,popcorn,n.,popcorn (n.),爆米花
1,popular,adj.,popular (adj.),受歡迎的
1,possible,adj.,possible (adj.),可能的
1,pot,n./v.,pot (n./v.),鍋
1,potato,n.,potato (n.),馬鈴薯
1,power,n./v.,power (n./v.),力量
1,practice,n./v.,practice (n./v.),實踐
1,prepare,v.,prepare (v.),準備
1,present,adj./n./v.,present (adj./n./v.),展示
1,pretty,adv./adj.,pretty (adv./adj.),漂亮的
1,price,n./v.,price (n./v.),價格
1,probably,adv.,probably (adv.),大概
1,problem,n.,problem (n.),問題
1,program,n./v.,program (n./v.),程式
1,proud,adj.,proud (adj.),自豪的
1,public,adj./n.,public (adj./n.),民眾
1,pull,v./n.,pull (v./n.),拉
1,push,v./n.,push (v./n.),推
1,put,v.,put (v.),放
1,quarter,n.,quarter (n.),四分之一
1,queen,n.,queen (n.),女王
1,question,n./v.,question (n./v.),問題
1,quick,adj./adv.,quick (adj./adv.),快的
1,quiet,adj./n./v.,quiet (adj./n./v.),安靜的
1,quite,adv.,quite (adv.),相當
1,rabbit,n.,rabbit (n.),兔子
1,race,n./v.,race (n./v.),種族
1,radio,n./v.,radio (n./v.),收音機
1,rain,n./v.,rain (n./v.),雨
1,rainbow,n.,rainbow (n.),彩虹
1,rainy,adj.,rainy (adj.),下雨的
1,raise,v./n.,raise (v./n.),增加
1,reach,v./n.,reach (v./n.),抵達
1,read,v.,read (v.),讀
1,ready,adj./v.,ready (adj./v.),準備好
1,real,adj.,real (adj.),真實的
1,really,adv.,really (adv.),真的
1,reason,n./v.,reason (n./v.),原因
1,red,adj./n.,red (adj./n.),紅色的
1,relative,adj./n.,relative (adj./n.),相對的
1,remember,v.,remember (v.),記住
1,repeat,v.,repeat (v.),重複
1,report,n./v.,report (n./v.),報告
1,reporter,n.,reporter (n.),記者
1,rest,n./v.,rest (n./v.),休息
1,restaurant,n.,restaurant (n.),餐廳
1,rice,n.,rice (n.),米
1,rich,adj.,rich (adj.),富有的
1,ride,n./v.,ride (n./v.),騎
1,right,adv./adj./n.,right (adv./adj./n.),正確的
1,ring,n./v.,ring (n./v.),戒指
1,rise,n./v.,rise (n./v.),上升
1,river,n.,river (n.),河
1,road,n.,road (n.),路
1,robot,n.,robot (n.),機器人
1,rock,n./v.,rock (n./v.),岩石
1,roll,v./n.,roll (v./n.),卷
1,room,n./v.,room (n./v.),房間
1,root,n.,root (n.),根
1,rope,n.,rope (n.),繩索
1,rose,n.,rose (n.),玫瑰
1,round,adj./n./adv./prep./v.,round (adj./n./adv./prep./v.),圓形的
1,row,n./v.,row (n./v.),排
1,rule,n./v.,rule (n./v.),規則
1,ruler,n.,ruler (n.),統治者
1,run,v.,run (v.),跑步
1,sad,adj.,sad (adj.),傷心
1,safe,adj./n.,safe (adj./n.),安全的
1,salad,n.,salad (n.),沙拉
1,sale,n.,sale (n.),銷售
1,salt,n./v./adj.,salt (n./v./adj.),鹽
1,same,adj./pron./adv.,same (adj./pron./adv.),相同的
1,save,v.,save (v.),節省
1,say,v.,say (v.),說
1,school,n./v.,school (n./v.),學校
1,science,n.,science (n.),科學
1,sea,n.,sea (n.),海
1,season,n.,season (n.),季節
1,seat,n./v.,seat (n./v.),座位
1,second,adj./n./adv.,second (adj./n./adv.),第二
1,secretary,n.,secretary (n.),秘書
1,see,v.,see (v.),看
1,seed,n.,seed (n.),種子
1,sell,v.,sell (v.),賣
1,send,v.,send (v.),傳送
1,sentence,n./v.,sentence (n./v.),句子
1,serious,adj.,serious (adj.),嚴肅的
1,service,n.,service (n.),服務
1,set,v./n.,set (v./n.),放
1,several,adj./pron.,several (adj./pron.),一些
1,shake,v./n.,shake (v./n.),搖
1,shall,aux.,shall (aux.),將
1,shape,n.,shape (n.),形狀
1,share,v./n.,share (v./n.),分享
1,sharp,adj./adv.,sharp (adj./adv.),鋒利的
1,"she (her, hers, herself)",pron.,"she (her, hers, herself) (pron.)",她（她的，她的，她自己）
1,sheep,n.,sheep (n.),羊
1,ship,n./v.,ship (n./v.),船
1,shirt,n.,shirt (n.),襯衫
1,shoe(s),n.,shoe(s) (n.),鞋）
1,shop,n./v.,shop (n./v.),店鋪
1,short,adj.,short (adj.),短的
1,shorts,n.,shorts (n.),短褲
1,shoulder,n.,shoulder (n.),肩膀
1,shout,v./n.,shout (v./n.),喊
1,show,v./n.,show (v./n.),展示
1,shower,n./v.,shower (n./v.),淋浴
1,sick,adj.,sick (adj.),生病的
1,side,n.,side (n.),邊
1,sight,n./v.,sight (n./v.),視線
1,sign,n./v.,sign (n./v.),符號
1,simple,adj.,simple (adj.),簡單的
1,since,conj./prep./adv.,since (conj./prep./adv.),自從
1,sing,v.,sing (v.),唱歌
1,singer,n.,singer (n.),歌手
1,sir,n.,sir (n.),先生
1,sister,n.,sister (n.),姊姊
1,sit,v.,sit (v.),坐
1,size,n./v.,size (n./v.),尺寸
1,skirt,n.,skirt (n.),裙子
1,sky,n.,sky (n.),天空
1,sleep,n./v.,sleep (n./v.),睡覺
1,slim,adj.,slim (adj.),苗條的
1,slow,adj./v./adv.,slow (adj./v./adv.),慢的
1,small,adj./n./adv.,small (adj./n./adv.),小的
1,smart,adj.,smart (adj.),聰明的
1,smell,n./v.,smell (n./v.),聞
1,smile,n./v.,smile (n./v.),微笑
1,smoke,n./v.,smoke (n./v.),抽煙
1,snake,n./v.,snake (n./v.),蛇
1,snow,n./v.,snow (n./v.),雪
1,so,adv./conj.,so (adv./conj.),所以
1,sofa,n.,sofa (n.),沙發
1,soldier,n.,soldier (n.),士兵
1,some,adj./pron.,some (adj./pron.),一些
1,someone/somebody,pron./n.,someone/somebody (pron./n.),某人/某人
1,something,pron./n.,something (pron./n.),某物
1,sometimes,adv.,sometimes (adv.),有時
1,somewhere,adv.,somewhere (adv.),某處
1,son,n.,son (n.),兒子
1,song,n.,song (n.),歌曲
1,soon,adv.,soon (adv.),很快
1,sore,adj./n.,sore (adj./n.),瘡
1,sorry,adj.,sorry (adj.),對不起
1,sound,n.,sound (n.),聲音
1,soup,n.,soup (n.),湯
1,south,n./adj./adv.,south (n./adj./adv.),南
1,space,n./v.,space (n./v.),空間
1,speak,v.,speak (v.),說話
1,special,adj.,special (adj.),特別的
1,spell,v.,spell (v.),拼字
1,spend,v.,spend (v.),花費
1,spring,n./v.,spring (n./v.),春天
1,square,n./adj.,square (n./adj.),方塊
1,stair,n.,stair (n.),樓梯
1,stand,v./n.,stand (v./n.),站立
1,star,n./v.,star (n./v.),星星
1,start,v./n.,start (v./n.),開始
1,station,n.,station (n.),車站
1,stay,v./n.,stay (v./n.),停留
1,still,adv./adj.,still (adv./adj.),仍然
1,stop,v./n.,stop (v./n.),停止
1,store,n./v.,store (n./v.),店鋪
1,story,n.,story (n.),故事
1,straight,adv./adj./n.,straight (adv./adj./n.),直的
1,strange,adj.,strange (adj.),奇怪的
1,street,n.,street (n.),街道
1,string,n.,string (n.),細繩
1,strong,adj.,strong (adj.),強的
1,student,n.,student (n.),學生
1,study,n./v.,study (n./v.),學習
1,stupid,adj.,stupid (adj.),愚蠢的
1,subject,n.,subject (n.),主題
1,successful,adj.,successful (adj.),成功的
1,sugar,n.,sugar (n.),糖
1,sun,n./v.,sun (n./v.),太陽
1,sunny,adj.,sunny (adj.),陽光明媚
1,supermarket,n.,supermarket (n.),超市場
1,sure,adj./adv.,sure (adj./adv.),當然
1,surprise,n./v.,surprise (n./v.),驚喜
1,surprised,adj.,surprised (adj.),驚訝
1,sweet,adj.,sweet (adj.),甜的
1,table,n.,table (n.),桌子
1,tail,n.,tail (n.),尾巴
1,take,v.,take (v.),拿
1,talk,v./n.,talk (v./n.),演講
1,tall,adj.,tall (adj.),高的
1,tape,n.,tape (n.),磁帶
1,taste,n./v.,taste (n./v.),品嚐
1,taxicab/taxi/cab,n.,taxicab/taxi/cab (n.),出租車/出租車/出租車
1,tea,n.,tea (n.),茶
1,teach,v.,teach (v.),教
1,teacher,n.,teacher (n.),老師
1,team,n./v.,team (n./v.),團隊
1,teenager,n.,teenager (n.),青少年
1,telephone/phone,n./v.,telephone/phone (n./v.),電話/電話
1,television/TV,n.,television/TV (n.),電視/電視
1,tell,v.,tell (v.),告訴
1,temple,n.,temple (n.),寺廟
1,tennis,n.,tennis (n.),網球
1,terrible,adj.,terrible (adj.),糟糕的
1,test,n./v.,test (n./v.),測試
1,than,conj./prep.,than (conj./prep.),比
1,thank,v./n.,thank (v./n.),感謝
1,that,conj./pron./adv./adj.,that (conj./pron./adv./adj.),那
1,the,art.,the (art.),這
1,theater,n.,theater (n.),劇院
1,then,adv./adj.,then (adv./adj.),然後
1,there,adv./n.,there (adv./n.),那裡
1,these,pron./adj.,these (pron./adj.),這些
1,"they (them, their, theirs, themselves)",pron.,"they (them, their, theirs, themselves) (pron.)",他們（他們，他們的，他們的，他們自己）
1,thick,adj.,thick (adj.),厚的
1,thin,adj.,thin (adj.),薄的
1,thing,n.,thing (n.),事物
1,think,v.,think (v.),思考
1,third,adj./n./adv.,third (adj./n./adv.),第三
1,this,pron./adv./adj.,this (pron./adv./adj.),這
1,those,pron./adj.,those (pron./adj.),那些
1,though,conj./adv.,though (conj./adv.),儘管
1,thousand,n./adj.,thousand (n./adj.),千
1,throat,n.,throat (n.),喉
1,through,prep./adv.,through (prep./adv.),透過
1,throw,v./n.,throw (v./n.),丟
1,ticket,n.,ticket (n.),票
1,tidy,adj./v.,tidy (adj./v.),整齊的
1,tie,n./v.,tie (n./v.),領帶
1,tiger,n.,tiger (n.),老虎
1,time,n./v.,time (n./v.),時間
1,tip,n./v.,tip (n./v.),提示
1,tired,adj.,tired (adj.),疲勞的
1,to,prep.,to (prep.),到
1,today,adv./n.,today (adv./n.),今天
1,toe,n.,toe (n.),腳趾
1,together,adv.,together (adv.),一起
1,toilet,n.,toilet (n.),洗手間
1,tomato,n.,tomato (n.),番茄
1,tomorrow,adv./n.,tomorrow (adv./n.),明天
1,tonight,adv./n.,tonight (adv./n.),今晚
1,too,adv.,too (adv.),也
1,tool,n.,tool (n.),工具
1,tooth,n.,tooth (n.),齒
1,top,n./adj./v.,top (n./adj./v.),頂部
1,topic,n.,topic (n.),話題
1,total,adj./n./v.,total (adj./n./v.),全部的
1,touch,n./v.,touch (n./v.),觸碰
1,towel,n./v.,towel (n./v.),毛巾
1,town,n.,town (n.),鎮
1,toy,n.,toy (n.),玩具
1,traffic,n./v.,traffic (n./v.),交通
1,train,n./v.,train (n./v.),火車
1,treat,v.,treat (v.),對待
1,tree,n.,tree (n.),樹
1,trip,n./v.,trip (n./v.),旅行
1,trouble,n./v.,trouble (n./v.),麻煩
1,truck,n.,truck (n.),卡車
1,try,v./n.,try (v./n.),嘗試
1,T-shirt,n.,T-shirt (n.),T恤
1,turn,v./n.,turn (v./n.),轉動
1,twice,adv.,twice (adv.),兩次
1,type,n./v.,type (n./v.),類型
1,uncle,n.,uncle (n.),叔叔
1,under,prep./adv.,under (prep./adv.),在下面
1,understand,v.,understand (v.),理解
1,uniform,n.,uniform (n.),制服
1,until,conj./prep.,until (conj./prep.),直到
1,up,adv./prep./adj./v./n.,up (adv./prep./adj./v./n.),向上
1,use,v./n.,use (v./n.),使用
1,useful,adj.,useful (adj.),有用
1,usually,adv.,usually (adv.),通常
1,vegetable,n.,vegetable (n.),蔬菜
1,very,adv.,very (adv.),非常
1,video,n./v./adj.,video (n./v./adj.),影片
1,violin,n.,violin (n.),小提琴
1,visit,v./n.,visit (v./n.),訪問
1,visitor,n.,visitor (n.),遊客
1,voice,n.,voice (n.),嗓音
1,wait,v./n.,wait (v./n.),等待
1,wake,v.,wake (v.),喚醒
1,walk,v./n.,walk (v./n.),走
1,wall,n.,wall (n.),牆
1,want,v./n.,want (v./n.),想
1,warm,adj./v.,warm (adj./v.),溫暖的
1,watch,v./n.,watch (v./n.),手錶
1,water,n./v.,water (n./v.),水
1,wave,n./v.,wave (n./v.),海浪
1,way,n.,way (n.),方式
1,"we (us, our, ours, ourselves)",pron.,"we (us, our, ours, ourselves) (pron.)",我們（我們，我們的，我們的，我們自己）
1,weak,adj.,weak (adj.),虛弱的
1,wear,v.,wear (v.),穿
1,weather,n./v.,weather (n./v.),天氣
1,week,n.,week (n.),星期
1,weekend,n./v.,weekend (n./v.),週末
1,welcome,v./adj./n.,welcome (v./adj./n.),歡迎
1,well,adv./adj./n.,well (adv./adj./n.),出色地
1,west,n./adj./adv.,west (n./adj./adv.),西方
1,wet,adj./v.,wet (adj./v.),濕的
1,what,pron./adj.,what (pron./adj.),什麼
1,when,adv./conj./pron.,when (adv./conj./pron.),什麼時候
1,where,conj./adv./pron./n.,where (conj./adv./pron./n.),在哪裡
1,whether,conj.,whether (conj.),無論
1,which,pron./adj.,which (pron./adj.),哪個
1,while,conj./n./v.,while (conj./n./v.),儘管
1,white,adj./n.,white (adj./n.),白色的
1,who,pron.,who (pron.),世界衛生組織
1,whose,pron.,whose (pron.),誰
1,why,adv./n.,why (adv./n.),為什麼
1,wide,adj./adv.,wide (adj./adv.),寬的
1,wife,n.,wife (n.),妻子
1,will,aux./n.,will (aux./n.),將要
1,win,v./n.,win (v./n.),贏
1,wind,n./v.,wind (n./v.),風
1,window,n.,window (n.),窗戶
1,wise,adj.,wise (adj.),明智的
1,wish,v./n.,wish (v./n.),希望
1,with,prep.,with (prep.),和
1,without,prep./adv.,without (prep./adv.),沒有
1,woman,n.,woman (n.),女士
1,wonderful,adj.,wonderful (adj.),精彩的
1,word,n.,word (n.),單字
1,work,n./v.,work (n./v.),工作
1,worker,n.,worker (n.),勞工
1,world,n.,world (n.),世界
1,worry,v./n.,worry (v./n.),擔心
1,write,v.,write (v.),寫
1,writer,n.,writer (n.),作家
1,wrong,adj./adv./n./v.,wrong (adj./adv./n./v.),錯誤的
1,yard,n.,yard (n.),庭院
1,year,n.,year (n.),年
1,yellow,adj./n./v.,yellow (adj./n./v.),黃色的
1,yes/yeah,adv./n.,yes/yeah (adv./n.),是/是
1,yesterday,adv./n.,yesterday (adv./n.),昨天
1,yet,adv./conj.,yet (adv./conj.),然而
1,"you (your, yours, yourself, yourselves)",pron.,"you (your, yours, yourself, yourselves) (pron.)",你（你的，你的，你自己，你自己）
1,young,adj./n.,young (adj./n.),年輕的
1,zero,n.,zero (n.),零
1,zoo,n.,zoo (n.),動物園
2,absence,n.,absence (n.),缺席
2,absent,adj./v.,absent (adj./v.),缺席的
2,accept,v.,accept (v.),接受
2,accident,n.,accident (n.),意外事故
2,account,n./v.,account (n./v.),帳戶
2,active,adj.,active (adj.),積極的
2,activity,n.,activity (n.),活動
2,actual,adj.,actual (adj.),實際的
2,addition,n.,addition (n.),添加
2,address,v./n.,address (v./n.),地址
2,admit,v.,admit (v.),承認
2,adult,n./adj.,adult (n./adj.),成人
2,advance,n./v.,advance (n./v.),進步
2,advice,n.,advice (n.),建議
2,affair,n.,affair (n.),事務
2,affect,v.,affect (v.),影響
2,against,prep.,against (prep.),反對
2,ahead,adv.,ahead (adv.),前面
2,aid,n./v.,aid (n./v.),援助
2,aim,n./v.,aim (n./v.),目的
2,aircraft,n.,aircraft (n.),飛機
2,alarm,n./v.,alarm (n./v.),警報
2,album,n.,album (n.),專輯
2,alike,adv./adj.,alike (adv./adj.),一樣
2,alive,adj.,alive (adj.),活
2,alone,adv./adj.,alone (adv./adj.),獨自的
2,aloud,adv.,aloud (adv.),大聲地
2,altogether,adv.,altogether (adv.),共
2,among,prep.,among (prep.),之中
2,amount,n./v.,amount (n./v.),數量
2,ancient,adj.,ancient (adj.),古老的
2,anger,n.,anger (n.),憤怒
2,angle,n.,angle (n.),角度
2,ankle,n.,ankle (n.),踝
2,anytime,adv.,anytime (adv.),隨時
2,anyway,adv.,anyway (adv.),反正
2,anywhere/anyplace,adv.,anywhere/anyplace (adv.),任何地方/任何地方
2,ape,n.,ape (n.),猿
2,appearance,n.,appearance (n.),外貌
2,appetite,n.,appetite (n.),食慾
2,apply,v.,apply (v.),申請
2,appreciate,v.,appreciate (v.),欣賞
2,approach,n./v.,approach (n./v.),方法
2,argue(argument),v./(n.),argue(argument) (v./(n.)),爭論（爭論）
2,army,n.,army (n.),軍隊
2,arrange(ment),v./(n.),arrange(ment) (v./(n.)),安排）
2,arrival,n.,arrival (n.),到達
2,arrow,n.,arrow (n.),箭
2,article,n.,article (n.),文章
2,artist,n.,artist (n.),藝術家
2,asleep,adj.,asleep (adj.),睡著了
2,attempt,n./v.,attempt (n./v.),試圖
2,attend,"v,","attend (v,)",出席
2,attention,n.,attention (n.),注意力
2,author,n./v.,author (n./v.),作者
2,available,adj.,available (adj.),可用的
2,average,adj./n./v.,average (adj./n./v.),平均的
2,avoid,v.,avoid (v.),避免
2,backpack,n./v.,backpack (n./v.),背包
2,backward,adj.,backward (adj.),落後
2,backward/backwards,adv.,backward/backwards (adv.),向後/向後
2,badminton,n.,badminton (n.),羽毛球
2,bake,v.,bake (v.),烤
2,bakery,n.,bakery (n.),麵包店
2,balance,n./v.,balance (n./v.),平衡
2,balcony,n.,balcony (n.),陽台
2,balloon,n.,balloon (n.),氣球
2,bar,n./v.,bar (n./v.),酒吧
2,barbecue,n./v.,barbecue (n./v.),燒烤
2,barber,n.,barber (n.),理髮師
2,bark,n./v.,bark (n./v.),吠
2,base,n./v.,base (n./v.),根據
2,basic,adj.,basic (adj.),基本的
2,basics,n.,basics (n.),基礎知識
2,basis,n.,basis (n.),基礎
2,bathe,v.,bathe (v.),洗澡
2,battle,n./v.,battle (n./v.),戰鬥
2,beard,n.,beard (n.),鬍鬚
2,beat,v./n.,beat (v./n.),打
2,beauty,n.,beauty (n.),美麗
2,beer,n.,beer (n.),啤酒
2,beg,v.,beg (v.),求
2,beginner,n.,beginner (n.),初學者
2,behave,v.,behave (v.),表現
2,being,n.,being (n.),存在
2,belief,n.,belief (n.),信仰
2,bend,v./n.,bend (v./n.),彎曲
2,better,adj./adv./n./v.,better (adj./adv./n./v.),更好的
2,beyond,prep./adv.,beyond (prep./adv.),超過
2,bill,n./v.,bill (n./v.),帳單
2,billion,n.,billion (n.),十億
2,birth,n.,birth (n.),出生
2,biscuit,n.,biscuit (n.),餅乾
2,bit,n.,bit (n.),位元
2,blackboard,n.,blackboard (n.),黑板
2,blame,v./n.,blame (v./n.),責備
2,blank,adj./n.,blank (adj./n.),空白的
2,blanket,n./v.,blanket (n./v.),毯子
2,blood,n.,blood (n.),血
2,board,n./v.,board (n./v.),木板
2,boil,n./v.,boil (n./v.),熬
2,bone,n.,bone (n.),骨
2,bookstore,n.,bookstore (n.),書店
2,border,n./v.,border (n./v.),邊界
2,bother,v./n.,bother (v./n.),打擾
2,brain,n.,brain (n.),腦
2,branch,n./v.,branch (n./v.),分支
2,brand,n.,brand (n.),品牌
2,brief,adj./n./v.,brief (adj./n./v.),簡短的
2,brilliant,adj.,brilliant (adj.),傑出的
2,broad,adj.,broad (adj.),廣闊
2,brush,n./v.,brush (n./v.),刷子
2,building,n.,building (n.),大樓
2,bun,n.,bun (n.),包子
2,burden,n./v.,burden (n./v.),負擔
2,burn,v./n.,burn (v./n.),燒傷
2,burst,n./v.,burst (n./v.),爆裂
2,businessman,n.,businessman (n.),商人
2,cabbage,n.,cabbage (n.),高麗菜
2,caf./cafe,n.,caf./cafe (n.),咖啡館/咖啡館
2,cage,n./v.,cage (n./v.),籠
2,calendar,n.,calendar (n.),日曆
2,calm,v./adj./n,calm (v./adj./n),冷靜的
2,camel,n.,camel (n.),駱駝
2,cancel,v.,cancel (v.),取消
2,cancer,n.,cancer (n.),癌症
2,candle,n.,candle (n.),蠟燭
2,capital,n./adj.,capital (n./adj.),首都
2,cartoon,n./v.,cartoon (n./v.),卡通片
2,cash,n./v.,cash (n./v.),現金
2,castle,n.,castle (n.),城堡
2,cause,n./v.,cause (n./v.),原因
2,ceiling,n.,ceiling (n.),天花板
2,cell,n.,cell (n.),細胞
2,centimeter,n.,centimeter (n.),公分
2,central,adj.,central (adj.),中央
2,century,n.,century (n.),世紀
2,cereal,n.,cereal (n.),穀物
2,chain,n./v.,chain (n./v.),鏈
2,chalk,n./v.,chalk (n./v.),粉筆
2,challenge,n./v.,challenge (n./v.),挑戰
2,channel,n./v.,channel (n./v.),頻道
2,chapter,n.,chapter (n.),章
2,character,n.,character (n.),特點
2,charge,n./v.,charge (n./v.),收費
2,chart,n.,chart (n.),圖表
2,chase,n./v.,chase (n./v.),追趕
2,cheat,v./n.,cheat (v./n.),欺騙
2,cheer,v./n.,cheer (v./n.),歡呼
2,chemical,adj./n.,chemical (adj./n.),化學
2,chess,n.,chess (n.),棋
2,chief,adj./n.,chief (adj./n.),首席
2,childhood,n.,childhood (n.),童年
2,childish,adj.,childish (adj.),幼稚
2,china,n.,china (n.),中國
2,chopstick(s),n.,chopstick(s) (n.),筷子）
2,claim,n./v.,claim (n./v.),宣稱
2,clap,v./n.,clap (v./n.),拍
2,classic,adj./n.,classic (adj./n.),經典的
2,classical,adj.,classical (adj.),古典
2,classmate,n.,classmate (n.),同學
2,clever,adj.,clever (adj.),聰明的
2,click,v./n.,click (v./n.),點選
2,climate,n.,climate (n.),氣候
2,cloth,n.,cloth (n.),布
2,clothing,n.,clothing (n.),衣服
2,cloudy,adj.,cloudy (adj.),多雲
2,coal,n.,coal (n.),煤炭
2,coast,n.,coast (n.),海岸
2,cockroach/roach,n.,cockroach/roach (n.),蟑螂/蟑螂
2,cocoa,n.,cocoa (n.),可可
2,coin,n.,coin (n.),硬幣
2,cola/Coke,n.,cola/Coke (n.),可樂/可樂
2,college,n.,college (n.),大學
2,comb,n./v.,comb (n./v.),梳子
2,combine,v.,combine (v.),結合
2,comic(s),adj./n.,comic(s) (adj./n.),漫畫
2,command,n./v.,command (n./v.),命令
2,commercial,adj./n.,commercial (adj./n.),商業的
2,company,n.,company (n.),公司
2,compare,v.,compare (v.),比較
2,complete,adj./v.,complete (adj./v.),完全的
2,complex,adj./n.,complex (adj./n.),複雜的
2,concern,n./v.,concern (n./v.),憂慮
2,conclude,v.,conclude (v.),得出結論
2,condition,n./v.,condition (n./v.),狀態
2,confident,adj.,confident (adj.),自信的
2,conflict,n./v.,conflict (n./v.),衝突
2,congratulation(s),n.,congratulation(s) (n.),恭喜
2,connection,n.,connection (n.),聯繫
2,consider,v.,consider (v.),考慮
2,consideration,n.,consideration (n.),考慮
2,contact,n./v.,contact (n./v.),接觸
2,contain,v.,contain (v.),包含
2,continue,v.,continue (v.),繼續
2,contract,n./v.,contract (n./v.),合約
2,control,n./v.,control (n./v.),控制
2,conversation,n.,conversation (n.),對話
2,corn,n.,corn (n.),玉米
2,countryside,n.,countryside (n.),農村
2,couple,n./v.,couple (n./v.),夫妻
2,courage,n.,courage (n.),勇氣
2,court,n.,court (n.),法庭
2,cowboy,n.,cowboy (n.),牛仔
2,crayon,n.,crayon (n.),蠟筆
2,cream,n./adj.,cream (n./adj.),奶油
2,create,v.,create (v.),創造
2,crime,n.,crime (n.),犯罪
2,crisis,n.,crisis (n.),危機
2,crow,n.,crow (n.),烏鴉
2,crowd,n./v.,crowd (n./v.),人群
2,cultural,adj.,cultural (adj.),文化
2,culture,n.,culture (n.),文化
2,cure,n./v.,cure (n./v.),治癒
2,curious,adj.,curious (adj.),好奇的
2,current,adj./n.,current (adj./n.),目前的
2,curtain,n./v.,curtain (n./v.),窗簾
